time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-10-13T04:37:50.770Z,8.8276,40.141,10,4.6,mb,30,253,3.782,0.69,us,us6000nyds,2024-10-13T16:03:56.696Z,"17 km S of Āwash, Ethiopia",earthquake,8.82,1.998,0.114,23,reviewed,us,us
2024-10-06T17:10:03.972Z,9.1287,40.3209,10,4.9,mb,67,74,3.445,0.48,us,us6000nwx4,2024-10-08T11:19:58.649Z,"23 km NE of Āwash, Ethiopia",earthquake,8.83,1.856,0.069,65,reviewed,us,us
2024-09-30T02:44:33.591Z,9.1226,40.0768,10,4.5,mb,28,110,3.627,0.46,us,us7000nh6y,2024-10-06T18:27:57.768Z,"18 km NNW of Āwash, Ethiopia",earthquake,12.31,1.944,0.118,21,reviewed,us,us
2024-09-27T23:45:24.949Z,8.9123,40.2427,10,4.6,mb,32,262,3.652,0.55,us,us7000ngx8,2024-09-28T03:09:30.996Z,"11 km SE of Āwash, Ethiopia",earthquake,10.51,1.985,0.109,25,reviewed,us,us
2024-09-27T12:20:07.169Z,9.1917,40.0339,10,4.5,mb,28,111,3.614,0.69,us,us7000ngt3,2024-10-13T11:43:25.040Z,"27 km NNW of Āwash, Ethiopia",earthquake,7.02,1.934,0.113,23,reviewed,us,us
2024-09-27T04:36:20.269Z,8.9423,40.0832,10,4.9,mb,47,195,3.743,0.67,us,us7000ngr4,2024-09-28T00:28:41.641Z,"10 km WSW of Āwash, Ethiopia",earthquake,13.55,1.957,0.077,53,reviewed,us,us
2024-07-06T16:36:56.367Z,11.6691,39.6808,9.611,4.4,mb,17,107,2.927,0.57,us,us7000myvx,2024-09-12T21:52:32.040Z,"38 km S of Robīt, Ethiopia",earthquake,8.25,4.418,0.219,6,reviewed,us,us
2024-05-12T21:36:09.854Z,5.2858,36.7419,10,4.9,mb,107,60,6.39,0.58,us,us6000my68,2024-07-20T22:20:09.040Z,"41 km SSE of Jinka, Ethiopia",earthquake,9.12,1.838,0.059,90,reviewed,us,us
2024-03-17T06:03:55.541Z,12.6124,48.0066,10,5.2,mww,135,42,5.16,0.61,us,us6000mjed,2024-05-18T21:23:31.040Z,"162 km N of Las Khorey, Somalia",earthquake,4.83,1.817,0.08,15,reviewed,us,us
2024-03-16T07:09:30.198Z,14.0351,41.1815,9.852,4.5,mb,51,118,2.972,0.64,us,us6000mj8r,2024-05-18T21:23:19.040Z,"56 km WNW of Edd, Eritrea",earthquake,8.53,4.752,0.083,43,reviewed,us,us
2024-03-14T09:50:33.579Z,14.0645,41.1232,10,4.6,mb,91,49,3.028,0.58,us,us6000mit2,2024-05-18T21:22:50.040Z,"63 km WNW of Edd, Eritrea",earthquake,9.22,1.857,0.062,77,reviewed,us,us
2024-03-01T08:09:45.939Z,12.5345,47.4751,10,4.8,mb,63,146,4.636,0.72,us,us6000mg1b,2024-05-10T21:25:56.040Z,"171 km NNW of Las Khorey, Somalia",earthquake,10.87,1.928,0.075,55,reviewed,us,us
2024-02-10T17:13:21.594Z,11.7795,43.1953,10.25,4.3,mb,55,83,0.304,0.64,us,us7000lyc4,2024-04-20T19:35:15.040Z,"21 km NNE of Djibouti, Djibouti",earthquake,6.88,4.896,0.084,48,reviewed,us,us
2024-02-06T23:47:09.313Z,11.5896,43.2868,10,3.9,mb,14,130,0.16,1.18,us,us7000ly1r,2024-04-20T19:33:35.040Z,"14 km NNE of Loyada, Djibouti",earthquake,6.69,1.904,0.23,5,reviewed,us,us
2024-02-06T18:24:45.956Z,11.6183,43.3534,10,4.4,mb,34,65,0.504,0.47,us,us7000lxdm,2024-04-20T19:33:32.040Z,"20 km NNE of Loyada, Djibouti",earthquake,6.96,1.914,0.11,24,reviewed,us,us
2024-02-03T21:26:06.228Z,11.6411,43.3714,10,4.4,mb,37,62,0.526,0.43,us,us7000lxs5,2024-04-13T19:36:59.040Z,"23 km NNE of Loyada, Djibouti",earthquake,6.61,1.926,0.111,23,reviewed,us,us
2024-02-03T17:45:41.919Z,11.5815,43.2833,10,4.2,mb,23,98,0.152,0.95,us,us7000lxs7,2024-04-13T19:36:43.040Z,"13 km NNE of Loyada, Djibouti",earthquake,6.14,1.902,0.128,19,reviewed,us,us
2024-02-03T15:43:51.863Z,12.1074,46.3247,10,4.2,mb,26,134,3.453,1,us,us7000lxru,2024-04-13T19:36:35.040Z,"152 km SE of Zinjibār, Yemen",earthquake,9.15,1.884,0.137,15,reviewed,us,us
2024-01-25T17:00:43.411Z,11.7346,43.3724,10,5.4,mww,105,58,0.554,0.44,us,us7000lts5,2024-05-22T01:13:32.805Z,"27 km SSE of Obock, Djibouti",earthquake,7.22,1.879,0.071,19,reviewed,us,us
2023-12-17T11:49:26.931Z,12.3697,47.4871,10,4.9,mb,80,80,4.617,0.58,us,us7000ljnv,2024-02-27T22:56:59.040Z,"154 km NNW of Las Khorey, Somalia",earthquake,9.83,1.887,0.067,70,reviewed,us,us
2023-12-09T21:12:26.701Z,12.3137,47.4362,10,4.2,mb,19,99,4.559,0.39,us,us7000lj23,2024-02-10T23:47:47.040Z,"152 km NNW of Las Khorey, Somalia",earthquake,6.89,1.887,0.136,15,reviewed,us,us
2023-12-09T21:11:21.360Z,12.8231,47.2505,10,4.1,mb,13,182,4.493,0.33,us,us7000lj1j,2024-02-10T23:47:47.040Z,"174 km SSE of Khimār, Yemen",earthquake,13.71,1.985,0.185,8,reviewed,us,us
2023-12-08T02:47:53.506Z,12.3568,47.2353,10,4.2,mb,22,107,4.373,1.44,us,us7000liw3,2024-02-10T23:47:41.040Z,"168 km NW of Las Khorey, Somalia",earthquake,12.33,1.961,0.141,14,reviewed,us,us
2023-12-07T20:43:18.640Z,12.331,47.4673,10,4.6,mb,70,99,4.591,0.53,us,us7000lh5r,2024-02-10T23:47:41.040Z,"152 km NNW of Las Khorey, Somalia",earthquake,9.56,1.585,0.075,54,reviewed,us,us
2023-12-07T14:49:02.224Z,12.2214,47.4657,10,5.1,mb,83,65,4.573,0.66,us,us7000lgxl,2024-02-10T23:47:40.040Z,"141 km NW of Las Khorey, Somalia",earthquake,10.83,1.884,0.064,80,reviewed,us,us
2023-12-06T14:39:20.118Z,12.3087,47.4891,10,4.2,mb,17,150,4.609,0.59,us,us7000liet,2024-02-10T23:47:38.040Z,"148 km NNW of Las Khorey, Somalia",earthquake,10.63,1.976,0.159,11,reviewed,us,us
2023-12-06T12:48:41.265Z,12.3695,47.2617,10,4.1,mb,21,140,11.218,0.63,us,us7000liem,2024-02-10T23:47:38.040Z,"168 km NW of Las Khorey, Somalia",earthquake,13.42,1.934,0.136,15,reviewed,us,us
2023-12-06T12:34:59.965Z,12.3645,47.4911,10,4.5,mb,17,146,4.62,0.49,us,us7000liel,2024-02-10T23:47:38.040Z,"153 km NNW of Las Khorey, Somalia",earthquake,14.65,1.956,0.18,9,reviewed,us,us
2023-12-06T10:10:24.457Z,12.4332,47.4346,10,4.5,mb,26,138,4.578,0.42,us,us7000liew,2024-02-10T23:47:37.040Z,"163 km NNW of Las Khorey, Somalia",earthquake,7.25,1.931,0.135,16,reviewed,us,us
2023-12-06T09:43:29.098Z,12.3797,47.463,10,4.4,mb,22,107,4.596,0.4,us,us7000liea,2024-02-10T23:47:37.040Z,"156 km NNW of Las Khorey, Somalia",earthquake,7.42,1.94,0.148,13,reviewed,us,us
2023-12-06T09:28:04.583Z,12.4974,47.3634,10,4.5,mb,43,104,4.522,0.62,us,us7000lgma,2024-02-10T23:47:37.040Z,"173 km NNW of Las Khorey, Somalia",earthquake,10.47,1.902,0.094,33,reviewed,us,us
2023-12-06T08:20:29.482Z,12.298,47.5054,10,4.5,mb,30,104,4.623,1.02,us,us7000lgm1,2024-02-10T23:47:37.040Z,"146 km NNW of Las Khorey, Somalia",earthquake,6.38,1.856,0.144,14,reviewed,us,us
2023-12-06T06:39:35.489Z,12.0461,47.5582,10,4.3,mb,34,104,4.642,0.47,us,us7000lidx,2024-02-10T23:47:37.040Z,"120 km NW of Las Khorey, Somalia",earthquake,13.3,1.936,0.111,23,reviewed,us,us
2023-12-06T06:01:46.537Z,12.2697,47.3635,10,4.3,mb,21,141,4.482,0.7,us,us7000lidu,2024-02-10T23:47:37.040Z,"152 km NW of Las Khorey, Somalia",earthquake,7.99,1.935,0.16,11,reviewed,us,us
2023-12-06T05:25:32.749Z,12.4425,47.4342,10,4,mb,26,107,4.579,0.79,us,us7000lidn,2024-02-10T23:47:37.040Z,"164 km NNW of Las Khorey, Somalia",earthquake,12.72,1.921,0.173,9,reviewed,us,us
2023-12-06T04:51:43.777Z,12.3559,47.4467,10,4.3,mb,26,108,4.576,0.87,us,us7000lidm,2024-02-10T23:47:37.040Z,"155 km NNW of Las Khorey, Somalia",earthquake,11.71,1.925,0.13,17,reviewed,us,us
2023-12-06T04:32:04.484Z,12.1077,47.6237,10,4,mb,19,73,4.712,0.74,us,us7000lidl,2024-02-10T23:47:37.040Z,"122 km NNW of Las Khorey, Somalia",earthquake,12.76,1.945,0.184,8,reviewed,us,us
2023-12-06T04:24:53.263Z,12.4007,47.4127,10,4.3,mb,33,107,4.551,0.38,us,us7000lidk,2024-02-10T23:47:37.040Z,"161 km NNW of Las Khorey, Somalia",earthquake,9.59,1.772,0.125,18,reviewed,us,us
2023-12-06T04:22:23.381Z,12.4016,47.354,10,4.1,mb,21,141,4.495,0.66,us,us7000lidj,2024-02-10T23:47:37.040Z,"165 km NW of Las Khorey, Somalia",earthquake,7.76,1.922,0.151,12,reviewed,us,us
2023-12-06T04:18:00.512Z,12.3744,47.4037,10,4.4,mb,32,104,15.02,0.55,us,us7000lie9,2024-02-10T23:47:37.040Z,"159 km NNW of Las Khorey, Somalia",earthquake,11.62,1.84,0.134,16,reviewed,us,us
2023-12-06T03:30:34.763Z,12.5155,47.2894,10,4.3,mb,26,118,4.455,1,us,us7000lidh,2024-02-10T23:47:37.040Z,"179 km NNW of Las Khorey, Somalia",earthquake,7.45,1.912,0.126,18,reviewed,us,us
2023-12-06T03:02:20.996Z,12.3997,47.4588,10,4,mb,25,136,4.595,0.5,us,us7000lidf,2024-02-10T23:47:37.040Z,"159 km NNW of Las Khorey, Somalia",earthquake,11.95,1.946,0.156,11,reviewed,us,us
2023-12-06T02:54:01.073Z,12.3721,47.5348,10,4.1,mb,20,137,4.663,0.67,us,us7000lide,2024-02-10T23:47:37.040Z,"152 km NNW of Las Khorey, Somalia",earthquake,12.58,1.943,0.157,11,reviewed,us,us
2023-12-06T01:29:03.423Z,12.6017,46.9089,10,4.2,mb,28,139,4.114,0.94,us,us7000lgkh,2024-02-10T23:47:36.040Z,"175 km ESE of Zinjibār, Yemen",earthquake,11.94,1.955,0.117,20,reviewed,us,us
2023-12-05T22:51:20.712Z,12.2527,47.448,10,4.9,mb,84,147,4.561,0.78,us,us7000lgjd,2024-02-10T23:47:36.040Z,"145 km NW of Las Khorey, Somalia",earthquake,7.15,1.854,0.067,70,reviewed,us,us
2023-12-05T22:14:54.538Z,12.3713,47.3961,10,4.1,mb,18,175,4.53,1.34,us,us7000li6g,2024-02-10T23:47:36.040Z,"159 km NNW of Las Khorey, Somalia",earthquake,12.66,1.987,0.166,10,reviewed,us,us
2023-12-05T22:10:42.184Z,12.1988,47.4465,10,4.4,mb,39,103,4.551,1,us,us7000lgj9,2024-02-10T23:47:36.040Z,"141 km NW of Las Khorey, Somalia",earthquake,11.69,1.94,0.106,26,reviewed,us,us
2023-12-05T20:19:53.740Z,12.3408,47.4887,10,5.4,mww,172,38,4.614,0.51,us,us7000lghy,2024-02-10T23:47:35.040Z,"151 km NNW of Las Khorey, Somalia",earthquake,9.31,1.802,0.062,25,reviewed,us,us
2023-12-05T19:41:01.729Z,12.2388,47.3307,10,4.2,mb,40,85,4.445,0.54,us,us7000li68,2024-02-10T23:47:35.040Z,"152 km NW of Las Khorey, Somalia",earthquake,11.79,1.914,0.099,32,reviewed,us,us
2023-12-05T18:59:25.474Z,12.1735,47.4035,10,4.3,mb,44,51,4.506,0.53,us,us7000li6m,2024-02-10T23:47:35.040Z,"141 km NW of Las Khorey, Somalia",earthquake,10.67,1.889,0.097,33,reviewed,us,us
2023-12-05T18:39:58.021Z,12.6777,47.3319,10,4.1,mb,25,47,4.532,0.44,us,us7000li65,2024-02-10T23:47:35.040Z,"192 km NNW of Las Khorey, Somalia",earthquake,7.26,1.826,0.114,21,reviewed,us,us
2023-12-05T18:16:47.248Z,12.4318,47.1509,10,4.3,mb,52,94,4.306,0.46,us,us7000li63,2024-02-10T23:47:35.040Z,"181 km NW of Las Khorey, Somalia",earthquake,10.78,1.892,0.084,43,reviewed,us,us
2023-12-05T18:10:32.768Z,12.0462,47.3761,10,4.5,mb,90,50,4.465,0.54,us,us7000lgh7,2024-02-10T23:47:35.040Z,"132 km NW of Las Khorey, Somalia",earthquake,10.43,1.883,0.064,82,reviewed,us,us
2023-12-05T17:18:04.195Z,12.1648,47.3993,10,4.4,mb,74,101,4.501,0.68,us,us7000lgfp,2024-02-10T23:47:35.040Z,"141 km NW of Las Khorey, Somalia",earthquake,11.26,1.872,0.072,60,reviewed,us,us
2023-12-05T12:21:28.686Z,12.2394,47.5434,10,4.5,mb,43,103,4.651,0.63,us,us7000lged,2024-02-10T23:47:34.040Z,"139 km NNW of Las Khorey, Somalia",earthquake,4.28,1.896,0.098,31,reviewed,us,us
2023-12-05T11:44:20.577Z,12.4211,47.4796,10,4.8,mb,83,93,4.619,0.53,us,us7000lge9,2024-02-10T23:47:34.040Z,"159 km NNW of Las Khorey, Somalia",earthquake,7,1.799,0.067,69,reviewed,us,us
2023-12-05T10:41:11.983Z,12.4036,47.4369,10,4.6,mb,60,117,4.575,0.45,us,us7000lge1,2024-02-10T23:47:34.040Z,"160 km NNW of Las Khorey, Somalia",earthquake,7.82,1.897,0.082,48,reviewed,us,us
2023-12-05T07:31:33.611Z,12.3004,47.4452,9,5.6,mww,121,27,4.565,0.57,us,us7000lgch,2024-02-10T23:47:33.040Z,"150 km NNW of Las Khorey, Somalia",earthquake,8.52,1.8,0.06,27,reviewed,us,us
2023-12-05T06:02:25.631Z,12.2103,47.1996,10,4.5,mb,53,84,4.314,0.48,us,us7000lgc7,2024-02-10T23:47:33.040Z,"159 km NW of Las Khorey, Somalia",earthquake,5.55,1.903,0.084,42,reviewed,us,us
2023-12-05T03:30:59.878Z,12.2881,47.3087,10,4.4,mb,34,107,4.432,0.53,us,us7000li4c,2024-02-10T23:47:32.040Z,"157 km NW of Las Khorey, Somalia",earthquake,11.61,1.918,0.114,26,reviewed,us,us
2023-12-05T03:22:34.767Z,12.2421,47.3338,10,4.3,mb,24,104,4.449,0.68,us,us7000li4b,2024-02-10T23:47:32.040Z,"152 km NW of Las Khorey, Somalia",earthquake,7.58,1.843,0.143,16,reviewed,us,us
2023-12-05T03:20:19.593Z,12.2791,47.342,10,4.2,mb,23,70,4.462,0.47,us,us7000li4a,2024-02-10T23:47:32.040Z,"154 km NW of Las Khorey, Somalia",earthquake,7.71,1.868,0.141,16,reviewed,us,us
2023-12-05T03:08:04.746Z,12.4057,47.3142,10,4.2,mb,23,93,11.19,0.51,us,us7000li48,2024-02-10T23:47:32.040Z,"168 km NW of Las Khorey, Somalia",earthquake,7.97,1.784,0.136,15,reviewed,us,us
2023-12-05T03:05:01.880Z,12.2476,47.2973,10,4.4,mb,36,107,4.414,0.77,us,us7000li49,2024-02-10T23:47:32.040Z,"155 km NW of Las Khorey, Somalia",earthquake,10.5,1.727,0.107,25,reviewed,us,us
2023-12-05T03:02:36.258Z,12.1682,47.3924,10,4.2,mb,22,182,4.495,0.58,us,us7000li4p,2024-02-10T23:47:32.040Z,"141 km NW of Las Khorey, Somalia",earthquake,10.62,1.932,0.136,15,reviewed,us,us
2023-12-05T02:36:24.756Z,12.3665,47.2776,10,4.2,mb,27,107,4.415,0.42,us,us7000li46,2024-02-10T23:47:32.040Z,"166 km NW of Las Khorey, Somalia",earthquake,9.55,1.85,0.132,16,reviewed,us,us
2023-12-05T02:32:13.174Z,12.2385,47.2868,10,4.2,mb,27,103,4.403,0.62,us,us7000li44,2024-02-10T23:47:32.040Z,"155 km NW of Las Khorey, Somalia",earthquake,11.53,1.942,0.128,17,reviewed,us,us
2023-12-05T02:28:28.523Z,12.2766,47.2741,10,4,mb,19,83,4.396,0.72,us,us7000li6r,2024-02-10T23:47:32.040Z,"159 km NW of Las Khorey, Somalia",earthquake,11.48,1.942,0.143,13,reviewed,us,us
2023-11-28T09:53:06.700Z,12.5797,48.3103,10,4.2,mb,20,80,5.445,0.58,us,us7000lf62,2024-02-06T21:53:57.040Z,"157 km N of Las Khorey, Somalia",earthquake,8.4,1.914,0.186,8,reviewed,us,us
2023-11-11T06:26:50.471Z,5.164,36.8056,10,4.9,mb,48,96,6.265,0.7,us,us7000lab8,2024-01-13T23:11:32.040Z,"41 km ENE of Turmi, Ethiopia",earthquake,3.27,1.888,0.095,35,reviewed,us,us
2023-11-11T01:40:09.789Z,5.2631,36.844,10,4.5,mb,22,108,6.361,0.85,us,us7000labl,2024-01-13T23:11:33.040Z,"47 km SSE of Jinka, Ethiopia",earthquake,5.13,1.909,0.204,7,reviewed,us,us
2023-11-02T03:05:07.654Z,11.9705,47.3672,10,4.4,mb,17,174,4.449,0.73,us,us7000l9d6,2024-01-10T06:01:37.040Z,"127 km NW of Las Khorey, Somalia",earthquake,10.6,1.859,0.161,11,reviewed,us,us
2023-10-25T22:51:03.949Z,11.7874,43.0741,11.57,4.4,mb,23,159,0.339,0.29,us,us7000l6dp,2024-01-04T04:22:14.040Z,"20 km E of Tadjourah, Djibouti",earthquake,11.84,6.408,0.12,20,reviewed,us,us
2023-10-19T05:30:47.138Z,14.6162,40.6242,10,4.5,mb,25,93,3.754,0.48,us,us6000lgih,2023-12-26T21:24:37.040Z,"130 km ENE of Ādīgrat, Ethiopia",earthquake,6.17,1.938,0.121,21,reviewed,us,us
2023-10-08T04:37:44.382Z,8.9936,39.8814,10,4.4,mb,26,104,3.856,0.82,us,us6000ldyw,2023-12-16T22:13:05.040Z,"11 km NNW of Metahāra, Ethiopia",earthquake,6.19,1.906,0.135,16,reviewed,us,us
2023-09-29T00:25:27.623Z,11.7873,43.1156,10,4.4,mb,11,133,0.316,0.4,us,us6000ld28,2023-12-09T22:00:43.040Z,"22 km N of Djibouti, Djibouti",earthquake,4.95,1.941,0.24,5,reviewed,us,us
2023-09-28T05:53:12.444Z,11.6384,43.23,10.839,4.6,mb,49,85,0.173,0.76,us,us6000lbb5,2023-12-09T22:00:40.040Z,"10 km ENE of Djibouti, Djibouti",earthquake,4.36,5.258,0.091,37,reviewed,us,us
2023-09-28T01:22:05.506Z,11.7134,43.1605,10.727,4.6,mb,49,63,0.238,0.74,us,us6000lbab,2024-04-26T02:05:40.105Z,"13 km N of Djibouti, Djibouti",earthquake,5.47,4.885,0.103,28,reviewed,us,us
2023-08-13T10:10:18.249Z,12.4678,48.1268,10,4.6,mb,65,78,5.249,0.59,us,us6000kzp2,2023-10-27T21:39:00.040Z,"144 km N of Las Khorey, Somalia",earthquake,11.01,1.887,0.068,65,reviewed,us,us
2023-07-12T22:51:02.864Z,12.5646,47.899,10,4.3,mb,59,64,5.048,0.51,us,us7000kfa4,2023-09-16T19:16:12.040Z,"158 km NNW of Las Khorey, Somalia",earthquake,5.54,1.868,0.085,39,reviewed,us,us
2023-07-05T22:52:09.686Z,14.5505,39.9141,10,4.3,mb,21,101,4.144,0.35,us,us7000kfeu,2023-09-09T21:55:15.040Z,"Eritrea-Ethiopia border region",earthquake,8.71,1.92,0.169,10,reviewed,us,us
2023-07-02T19:58:54.428Z,14.5513,39.7597,10,4.2,mb,16,191,4.25,0.54,us,us7000kew3,2023-09-09T21:55:07.040Z,"44 km NE of Ādīgrat, Ethiopia",earthquake,15.76,1.986,0.215,6,reviewed,us,us
2023-07-02T16:51:18.011Z,14.6374,40.011,10,4.2,mb,24,151,4.143,1.03,us,us6000kppd,2023-09-09T21:54:37.040Z,"71 km NE of Ādīgrat, Ethiopia",earthquake,7.02,1.928,0.137,17,reviewed,us,us
2023-07-02T07:17:00.772Z,14.6607,39.9127,10,4.3,mb,20,196,4.225,0.38,us,us7000kevs,2023-09-09T21:55:07.040Z,"61 km ESE of Adi Keyh, Eritrea",earthquake,13.26,1.985,0.148,13,reviewed,us,us
2023-06-17T01:55:26.159Z,12.5438,48.224,10,4.7,mb,50,101,5.356,0.95,us,us7000k955,2023-08-21T04:19:16.040Z,"153 km N of Las Khorey, Somalia",earthquake,11.3,1.91,0.094,34,reviewed,us,us
2023-06-15T15:40:13.135Z,12.8066,47.9474,10,4.9,mb,141,72,5.146,0.63,us,us7000k8nx,2023-08-21T04:18:59.040Z,"184 km N of Las Khorey, Somalia",earthquake,8.63,1.769,0.051,127,reviewed,us,us
2023-06-15T05:54:53.040Z,12.4594,47.9566,10,4.5,mb,45,130,5.084,0.48,us,us7000k8lq,2023-08-21T04:18:58.040Z,"146 km N of Las Khorey, Somalia",earthquake,12.71,1.935,0.096,34,reviewed,us,us
2023-06-05T01:43:55.410Z,12.6288,47.9576,10,4.6,mb,106,80,5.117,0.45,us,us7000k6bp,2023-08-12T17:15:02.040Z,"164 km N of Las Khorey, Somalia",earthquake,10.41,1.873,0.057,91,reviewed,us,us
2023-06-04T07:13:18.176Z,12.5989,48.0296,10,4.6,mb,44,182,5.18,0.47,us,us7000k67w,2023-08-12T17:15:02.040Z,"160 km N of Las Khorey, Somalia",earthquake,8.08,1.936,0.092,35,reviewed,us,us
2023-06-04T04:14:47.646Z,14.5343,39.8828,10,4.7,mb,72,93,4.154,0.55,us,us7000k679,2023-08-12T17:15:01.040Z,"53 km ENE of Ādīgrat, Ethiopia",earthquake,4.5,1.872,0.062,79,reviewed,us,us
2023-06-03T18:53:11.121Z,12.6474,48.5285,10,4.3,mb,22,145,5.667,0.36,us,us7000k7e8,2023-08-05T22:08:03.040Z,"166 km NNW of Bosaso, Somalia",earthquake,12.87,1.575,0.161,12,reviewed,us,us
2023-06-03T18:47:20.651Z,12.534,48.2455,10,4,mb,22,146,5.375,0.4,us,us7000k7e7,2023-08-05T22:08:03.040Z,"152 km N of Las Khorey, Somalia",earthquake,15.4,1.96,0.144,13,reviewed,us,us
2023-06-03T17:55:26.549Z,12.3763,48.2867,10,4.3,mb,62,78,5.389,0.5,us,us7000k7e5,2023-08-05T22:08:03.040Z,"134 km N of Las Khorey, Somalia",earthquake,11.69,1.907,0.08,46,reviewed,us,us
2023-06-03T14:10:35.418Z,12.4312,48.2633,10,4.8,mb,129,41,5.375,0.81,us,us7000k63r,2023-08-05T22:07:53.040Z,"140 km N of Las Khorey, Somalia",earthquake,8.03,1.782,0.052,117,reviewed,us,us
2023-06-03T13:58:03.320Z,12.5626,48.0922,10,5.5,mww,194,26,5.233,0.55,us,us7000k63p,2024-01-18T20:12:25.220Z,"155 km N of Las Khorey, Somalia",earthquake,8.94,1.815,0.086,13,reviewed,us,us
2023-06-03T13:18:11.695Z,12.6194,48.2622,10,4,mb,26,145,5.407,0.7,us,us7000k7e6,2023-08-05T22:08:03.040Z,"161 km N of Las Khorey, Somalia",earthquake,15.06,1.958,0.119,19,reviewed,us,us
2023-06-03T10:53:54.326Z,12.6207,48.0472,10,4.4,mb,41,109,5.201,0.34,us,us7000k62t,2023-08-05T22:07:53.040Z,"Gulf of Aden",earthquake,5.07,1.932,0.095,32,reviewed,us,us
2023-06-03T10:45:28.494Z,12.4675,48.0564,10,4.4,mb,49,146,5.182,0.63,us,us7000k62r,2023-08-05T22:07:53.040Z,"145 km N of Las Khorey, Somalia",earthquake,12.48,1.94,0.092,37,reviewed,us,us
2023-06-03T10:35:34.850Z,12.6289,48.1236,10,4.6,mb,46,84,5.276,0.51,us,us7000k7dj,2023-08-05T22:08:02.040Z,"162 km N of Las Khorey, Somalia",earthquake,12.55,1.903,0.089,38,reviewed,us,us
2023-06-03T10:32:06.948Z,12.5875,48.0291,10,4.9,mb,75,57,5.177,0.55,us,us7000k62k,2023-08-05T22:07:52.040Z,"159 km N of Las Khorey, Somalia",earthquake,10.66,1.895,0.071,72,reviewed,us,us
2023-06-03T10:15:55.032Z,12.4621,47.9835,10,5.6,mww,80,42,5.111,0.51,us,us7000k62h,2023-08-05T22:07:52.040Z,"145 km N of Las Khorey, Somalia",earthquake,10.24,1.875,0.086,13,reviewed,us,us
2023-06-03T09:43:35.100Z,12.7078,47.9368,10,4.6,mb,60,68,5.114,0.4,us,us7000k62c,2023-08-05T22:07:52.040Z,"173 km N of Las Khorey, Somalia",earthquake,11.94,1.92,0.069,62,reviewed,us,us
2023-06-03T09:36:38.838Z,12.5774,48.2719,10,4.2,mb,17,163,5.408,0.33,us,us7000k7df,2023-08-05T22:08:02.040Z,"157 km N of Las Khorey, Somalia",earthquake,11.37,1.954,0.146,13,reviewed,us,us
2023-06-03T09:34:08.865Z,12.5382,48.1389,10,4.4,mb,31,84,5.273,0.54,us,us7000k7de,2023-08-05T22:08:02.040Z,"152 km N of Las Khorey, Somalia",earthquake,11.77,1.909,0.107,26,reviewed,us,us
2023-06-03T08:56:03.580Z,12.558,47.9369,10,4.5,mb,36,131,5.083,0.48,us,us7000k622,2023-08-05T22:07:52.040Z,"157 km N of Las Khorey, Somalia",earthquake,8.31,1.891,0.106,26,reviewed,us,us
2023-06-03T08:31:19.990Z,12.4789,48.2459,10,4.2,mb,25,105,5.366,0.75,us,us7000k7db,2023-08-05T22:08:02.040Z,"Gulf of Aden",earthquake,13.45,1.941,0.128,17,reviewed,us,us
2023-06-03T07:31:19.403Z,12.5952,48.2107,10,4.1,mb,17,149,5.353,0.65,us,us7000k7d8,2023-08-05T22:08:02.040Z,"158 km N of Las Khorey, Somalia",earthquake,8.23,1.971,0.173,9,reviewed,us,us
2023-06-03T07:17:46.330Z,12.6434,48.1757,10,5.8,mww,206,29,5.328,0.57,us,us7000k61e,2023-08-05T22:07:52.040Z,"164 km N of Las Khorey, Somalia",earthquake,9.18,1.848,0.042,54,reviewed,us,us
2023-06-03T07:15:55.754Z,12.6654,48.1216,10,4.3,mb,29,120,5.281,0.48,us,us7000k7d7,2023-08-05T22:08:02.040Z,"166 km N of Las Khorey, Somalia",earthquake,9.03,1.87,0.116,21,reviewed,us,us
2023-06-03T07:08:36.446Z,12.6663,48.1101,10,4.5,mb,32,120,5.27,0.65,us,us7000k7dt,2023-08-05T22:08:02.040Z,"166 km N of Las Khorey, Somalia",earthquake,6.57,1.865,0.11,24,reviewed,us,us
2023-06-03T07:04:25.789Z,12.3849,48.1537,10,4.8,mb,90,80,5.262,0.4,us,us7000k61b,2023-08-05T22:07:52.040Z,"135 km N of Las Khorey, Somalia",earthquake,5.81,1.858,0.064,75,reviewed,us,us
2023-06-03T07:04:15.664Z,12.7435,48.1642,10,4,mb,14,143,5.338,0.35,us,us7000k7ej,2023-08-05T22:08:03.040Z,"175 km N of Las Khorey, Somalia",earthquake,15.08,1.969,0.183,9,reviewed,us,us
2023-06-03T07:03:01.252Z,12.5774,48.1301,10,4.4,mb,39,145,5.272,0.47,us,us7000k7d5,2023-08-05T22:08:02.040Z,"157 km N of Las Khorey, Somalia",earthquake,9.11,1.893,0.096,31,reviewed,us,us
2023-06-03T06:58:46.531Z,12.7242,48.1352,10,4,mb,14,147,5.306,0.41,us,us7000k7d6,2023-08-05T22:08:02.040Z,"173 km N of Las Khorey, Somalia",earthquake,15.62,1.796,0.184,8,reviewed,us,us
2023-06-03T06:49:03.993Z,12.1785,48.1589,10,4.6,mb,73,157,5.24,0.46,us,us7000k618,2023-08-05T22:07:52.040Z,"112 km N of Las Khorey, Somalia",earthquake,9.57,1.718,0.07,61,reviewed,us,us
